7.5974587939105529,0.34190273457558418,0.26483969935664115,0.7423876258652139,121.20566394581397,35.107484727517402
1.1010512765499079,0.41740327540585298,0.3649932060359008,1.0097547021382982,986.84842529019431,9.5134091396711185
0.99999999999997691,0.83458646616541055,0.9248120300751892,2.1992481203007546,3524.0300751879845,2.5579538487363607e-13
1.3677732512781273,0.33471322769667849,0.25404389053301168,0.79360563184564104,464.89312955157419,12.227146509989986
2.5322095123419186,0.36231186032510548,0.27796508127633957,0.84485393194002456,247.78570789322896,511.75821794101148
1.0234968901175594,0.58742225293711614,0.53904630269523079,1.3583275742916354,1848.4768486524013,5.3787145818930853
1.0,1.0,0.0,0.0,148.0,0.0,1.0
1.0,0.0,0.0,0.0,325.0,0.0,4.0
2.0,0.0,0.5,1.0,363.75,11.0,4.0
2.0,0.0,0.0,1.5,641.5,151.0,4.0
1.0,1.0,0.0,1.0,1144.0,0.0,2.0
1.0,0.0,0.0,0.0,167.0,0.0,1.0
2.0,0.0,0.0,0.5,161.5,2.0,1.0
4.0,0.25,0.0,0.0,82.25,39.666666666700003,1.0
2.0,0.0,0.0,0.5,210.25,532.0,5.0
1.0,0.0,0.0,0.0,606.0,0.0,4.0
1.0,0.0,1.0,0.0,700.0,0.0,4.0
1.0,0.0,0.0,4.0,699.0,0.0,4.0
8.0,0.25,0.0,0.5,12.140625,66.285714285699996,1.0
2.0,0.5,1.0,0.5,679.75,0.0,4.0
1.0,0.0,0.0,0.0,422.0,0.0,4.0
7.0,0.14285714285714285,0.14285714285714285,0.5714285714285714,176.71428571428572,143.66666666700002,1.0
4.0,0.5,0.0,1.5,87.375,98.333333333300004,1.0
2.0,0.5,0.0,1.0,248.5,558.0,5.0
1.0,1.0,0.0,2.0,400.0,0.0,4.0
5.0,0.20000000000000001,0.0,1.3999999999999999,109.16,29.0,1.0
2.0,1.0,0.5,1.0,603.0,160.0,4.0
2.0,6.0,3.5,5.0,148.25,7.0,1.0
22.0,1.3181818181818181,1.5,1.7727272727272727,44.81818181818182,77.619047619,1.0
32.0,0.28125,0.28125,1.34375,25.89453125,19.7741935484,1.0
1.0,0.0,0.0,0.0,540.0,0.0,4.0
1.0,0.0,0.0,0.0,657.0,0.0,4.0
26.0,0.69230769230769229,0.38461538461538464,1.0,17.451183431952661,41.560000000000002,1.0
2.0,1.5,1.5,2.0,188.0,105.0,1.0
5.0,1.0,0.80000000000000004,1.2,178.47999999999999,9.5,1.0
2.0,0.0,0.0,0.5,93.75,300.0,5.0
3.0,0.33333333333333331,0.0,0.0,436.11111111111109,105.5,4.0
1.0,0.0,0.0,1.0,532.0,0.0,4.0
1.0,0.0,0.0,0.0,492.0,0.0,4.0
1.0,0.0,0.0,1.0,386.0,0.0,4.0
1.0,0.0,0.0,0.0,51.0,0.0,1.0
6.0,0.5,0.0,0.66666666666666663,62.694444444444457,124.2,1.0
3.0,0.0,1.3333333333333333,1.6666666666666667,220.66666666666666,6.5,1.0
2.0,0.5,0.5,1.0,574.0,741.0,5.0
1.0,0.0,0.0,0.0,158.0,0.0,1.0
1.0,0.0,0.0,1.0,2545.0,0.0,6.0
2.0,5.0,1.0,6.0,152.5,0.0,1.0
2.0,0.0,0.0,1.5,535.5,20.0,4.0
1.0,0.0,0.0,0.0,1039.0,0.0,2.0
5.0,1.0,1.2,1.0,120.08,3.75,1.0
1.0,1.0,0.0,1.0,602.0,0.0,4.0
1.0,0.0,0.0,0.0,134.0,0.0,1.0
14.0,0.42857142857142855,0.071428571428571425,0.5,17.602040816326532,45.307692307700002,1.0
10.0,0.20000000000000001,0.0,0.90000000000000002,49.030000000000001,50.0,1.0
6.0,0.66666666666666663,0.5,0.5,155.6944444444444,4.5999999999999996,1.0
1.0,0.0,0.0,0.0,440.0,0.0,4.0
4.0,1.0,0.25,1.0,147.5625,282.0,1.0
1.0,0.0,0.0,0.0,335.0,0.0,4.0
8.0,0.0,0.0,0.25,51.484375,66.571428571400006,1.0
1.0,0.0,0.0,0.0,1846.0,0.0,6.0
5.0,0.20000000000000001,0.20000000000000001,0.59999999999999998,84.760000000000005,48.0,1.0
2.0,0.0,0.0,0.0,90.25,351.0,5.0
1.0,0.0,0.0,1.0,134.0,0.0,1.0
1.0,0.0,0.0,0.0,2563.0,0.0,6.0
2.0,0.0,0.0,0.0,213.0,0.0,1.0
1.0,0.0,0.0,0.0,343.0,0.0,4.0
1.0,0.0,0.0,0.0,510.0,0.0,4.0
1.0,3.0,1.0,3.0,444.0,0.0,4.0
1.0,0.0,0.0,0.0,379.0,0.0,4.0
1.0,0.0,0.0,0.0,275.0,0.0,1.0
1.0,0.0,0.0,0.0,754.0,0.0,2.0
1.0,0.0,1.0,1.0,806.0,0.0,2.0
1.0,0.0,1.0,0.0,248.0,0.0,1.0
1.0,0.0,0.0,1.0,329.0,0.0,4.0
2.0,1.0,1.0,2.5,728.75,0.0,2.0
1.0,0.0,1.0,1.0,917.0,0.0,2.0
2.0,1.0,1.5,1.0,266.75,0.0,1.0
1.0,0.0,0.0,0.0,234.0,0.0,1.0
10.0,0.5,0.10000000000000001,0.69999999999999996,91.849999999999994,57.333333333299997,1.0
3.0,0.0,0.0,0.33333333333333331,238.66666666666666,0.0,1.0
4.0,0.0,1.0,0.5,90.5,4.6666666666700003,1.0
2.0,0.0,0.0,1.0,106.25,0.0,1.0
1.0,0.0,1.0,0.0,850.0,0.0,2.0
1.0,0.0,0.0,0.0,357.0,0.0,4.0
1.0,0.0,0.0,0.0,116.0,0.0,1.0
1.0,0.0,0.0,1.0,1533.0,0.0,6.0
2.0,1.5,0.0,3.0,201.0,7.0,1.0
2.0,0.0,0.0,0.0,337.75,0.0,4.0
1.0,0.0,0.0,0.0,688.0,0.0,4.0
1.0,0.0,0.0,1.0,151.0,0.0,1.0
1.0,0.0,0.0,0.0,799.0,0.0,2.0
1.0,0.0,0.0,0.0,220.0,0.0,1.0
7.0,0.0,0.0,0.2857142857142857,70.489795918367335,238.66666666700002,1.0
1.0,0.0,0.0,0.0,86.0,0.0,1.0
4.0,0.0,0.0,0.25,62.75,151.0,1.0
2.0,0.5,0.5,1.0,502.0,0.0,4.0
3.0,0.0,1.0,0.0,129.77777777777774,24.0,1.0
6.0,0.83333333333333337,0.33333333333333331,0.5,47.583333333333336,266.0,1.0
2.0,1.0,0.0,1.0,274.0,517.0,5.0
3.0,0.0,0.0,0.33333333333333331,87.0,122.5,1.0
27.0,0.48148148148148145,0.29629629629629628,0.81481481481481477,21.441700960219482,25.923076923099998,1.0
2.0,1.5,0.0,2.5,284.75,6.0,1.0
1.0,2.0,0.0,4.0,1156.0,0.0,2.0
1.0,0.0,0.0,0.0,847.0,0.0,2.0
1.0,0.0,0.0,0.0,832.0,0.0,2.0
1.0,0.0,0.0,0.0,570.0,0.0,4.0
1.0,0.0,0.0,2.0,1431.0,0.0,6.0
4.0,0.0,0.25,0.0,143.25,0.0,1.0
7.0,0.42857142857142855,0.5714285714285714,1.1428571428571428,115.59183673469387,10.0,1.0
1.0,0.0,1.0,0.0,1014.0,0.0,2.0
6.0,0.16666666666666666,0.0,0.33333333333333331,86.972222222222229,25.0,1.0
3.0,0.33333333333333331,0.0,1.3333333333333333,95.666666666666671,0.0,1.0
1.0,0.0,0.0,1.0,295.0,0.0,4.0
1.0,0.0,0.0,0.0,693.0,0.0,4.0
1.0,1.0,0.0,0.0,326.0,0.0,4.0
17.0,0.35294117647058826,0.58823529411764708,0.94117647058823528,38.747404844290664,58.4375,1.0
1.0,0.0,0.0,0.0,332.0,0.0,4.0
1.0,1.0,0.0,2.0,727.0,0.0,2.0
1.0,0.0,0.0,0.0,320.0,0.0,4.0
3.0,0.33333333333333331,0.33333333333333331,0.33333333333333331,131.66666666666666,18.5,1.0
2.0,0.5,0.0,1.0,683.75,65.0,4.0
4.0,0.0,0.0,1.0,66.125,20.0,1.0
1.0,0.0,0.0,0.0,1118.0,0.0,2.0
1.0,0.0,0.0,1.0,978.0,0.0,2.0
3.0,0.0,0.0,0.33333333333333331,115.88888888888891,28.5,1.0
1.0,0.0,0.0,0.0,316.0,0.0,4.0
1.0,0.0,0.0,0.0,449.0,0.0,4.0
1.0,0.0,0.0,0.0,236.0,0.0,1.0
2.0,0.0,0.0,0.0,372.75,108.0,4.0
1.0,0.0,0.0,1.0,25.0,0.0,1.0
1.0,1.0,1.0,1.0,1149.0,0.0,2.0
3.0,0.0,0.33333333333333331,1.0,162.55555555555557,173.5,1.0
1.0,1.0,2.0,3.0,895.0,0.0,2.0
2.0,0.0,0.0,0.5,204.75,0.0,1.0
1.0,0.0,0.0,0.0,61.0,0.0,1.0
13.0,0.61538461538461542,0.69230769230769229,1.4615384615384615,63.017751479289934,53.166666666700003,1.0
3.0,0.33333333333333331,0.33333333333333331,1.0,327.66666666666669,2.0,4.0
1.0,1.0,2.0,3.0,1279.0,0.0,2.0
30.0,0.53333333333333333,0.76666666666666672,1.3,40.641111111111108,8.4137931034500006,1.0
3.0,0.0,0.0,0.33333333333333331,54.44444444444445,0.0,1.0
3.0,0.0,0.0,0.0,80.888888888888872,611.0,5.0
3.0,0.0,0.0,0.0,154.55555555555557,0.0,1.0
2.0,0.0,0.0,0.0,292.5,0.0,4.0
4.0,0.5,1.5,1.25,131.625,0.0,1.0
8.0,0.375,0.25,0.625,38.140625,11.5714285714,1.0
1.0,0.0,0.0,1.0,74.0,0.0,1.0
3.0,0.0,0.0,0.0,133.0,0.0,1.0
5.0,0.0,0.0,0.40000000000000002,28.239999999999998,254.0,1.0
57.0,0.21052631578947367,0.08771929824561403,0.73684210526315785,14.902431517389966,14.339285714300001,1.0
2.0,0.0,0.0,0.0,195.75,0.0,1.0
20.0,2.5499999999999998,1.95,2.5,32.170000000000002,25.105263157899998,1.0
3.0,0.33333333333333331,0.66666666666666663,0.66666666666666663,265.88888888888886,0.0,1.0
2.0,0.0,0.0,0.5,759.0,168.0,2.0
1.0,0.0,0.0,0.0,194.0,0.0,1.0
1.0,0.0,0.0,0.0,100.0,0.0,1.0
1.0,0.0,0.0,0.0,1180.0,0.0,2.0
1.0,0.0,0.0,0.0,103.0,0.0,1.0
1.0,0.0,0.0,1.0,336.0,0.0,4.0
3.0,0.0,0.0,0.33333333333333331,75.0,0.0,1.0
3.0,0.0,0.0,0.0,217.55555555555554,80.0,1.0
1.0,0.0,0.0,0.0,82.0,0.0,1.0
1.0,0.0,0.0,2.0,611.0,0.0,4.0
32.0,0.03125,0.09375,0.34375,16.583984375,0.74193548387099995,1.0
1.0,1.0,0.0,2.0,474.0,0.0,4.0
1.0,0.0,0.0,1.0,135.0,0.0,1.0
4.0,0.0,0.0,0.75,49.8125,109.333333333,1.0
1.0,0.0,0.0,1.0,237.0,0.0,1.0
3.0,0.0,0.0,0.66666666666666663,70.888888888888872,0.5,1.0
2.0,0.0,0.0,0.0,176.0,0.0,1.0
4.0,16.25,16.75,17.0,257.3125,9.3333333333300015,1.0
1.0,0.0,0.0,0.0,75.0,0.0,1.0
2.0,0.0,0.0,0.5,34.5,122.0,1.0
1.0,0.0,1.0,0.0,278.0,0.0,1.0
1.0,0.0,0.0,0.0,157.0,0.0,1.0
2.0,0.5,0.5,0.5,208.0,1.0,1.0
1.0,0.0,0.0,2.0,476.0,0.0,4.0
1.0,0.0,0.0,0.0,184.0,0.0,1.0
15.0,0.13333333333333333,0.13333333333333333,0.33333333333333331,25.395555555555553,8.0,1.0
1.0,0.0,0.0,1.0,207.0,0.0,1.0
4.0,0.0,0.0,0.25,52.375,31.666666666699999,1.0
4.0,0.75,0.75,1.75,702.9375,75.666666666699996,4.0
2.0,0.0,0.0,1.0,51.0,0.0,1.0
1.0,0.0,0.0,1.0,534.0,0.0,4.0
21.0,0.19047619047619047,0.23809523809523808,0.8571428571428571,57.390022675736958,46.25,1.0
1.0,0.0,0.0,0.0,102.0,0.0,1.0
1.0,0.0,0.0,0.0,141.0,0.0,1.0
1.0,0.0,0.0,1.0,704.0,0.0,4.0
47.0,0.1702127659574468,0.42553191489361702,0.42553191489361702,13.961521050248981,29.043478260900002,1.0
8.0,0.375,0.125,1.125,22.171875,81.0,1.0
1.0,0.0,0.0,0.0,1277.0,0.0,2.0
15.0,0.066666666666666666,0.0,0.26666666666666666,9.8266666666666662,26.785714285700003,1.0
1.0,0.0,0.0,0.0,164.0,0.0,1.0
1.0,1.0,1.0,0.0,1333.0,0.0,2.0
1.0,0.0,0.0,0.0,276.0,0.0,1.0
86.0,0.20930232558139536,0.093023255813953487,0.60465116279069764,7.7025419145484033,7.4117647058800005,1.0
4.0,0.0,0.0,0.0,125.3125,3.3333333333300001,1.0
1.0,0.0,0.0,1.0,1344.0,0.0,2.0
16.0,1.6875,1.8125,2.1875,59.19921875,22.333333333300001,1.0
2.0,0.5,0.0,0.0,131.25,381.0,5.0
4.0,0.25,0.0,0.5,84.3125,87.666666666699996,1.0
1.0,1.0,0.0,2.0,449.0,0.0,4.0
1.0,2.0,0.0,1.0,804.0,0.0,2.0
3.0,0.0,0.0,0.33333333333333331,214.88888888888889,39.5,1.0
4.0,0.25,0.25,0.25,153.125,138.0,1.0
2.0,0.0,0.5,0.5,124.75,0.0,1.0
1.0,0.0,0.0,0.0,280.0,0.0,1.0
1.0,0.0,0.0,0.0,61.0,0.0,1.0
3.0,0.0,0.0,0.0,154.55555555555557,0.0,1.0
27.0,0.18518518518518517,0.07407407407407407,0.7407407407407407,42.802469135802475,45.961538461499998,1.0
38.0,0.21052631578947367,0.13157894736842105,0.71052631578947367,16.096260387811633,20.4054054054,1.0
3.0,0.33333333333333331,0.0,0.0,86.555555555555557,57.5,1.0
69.0,0.20289855072463769,0.53623188405797106,0.69565217391304346,6.4045368620037806,11.25,1.0
5.0,0.20000000000000001,0.0,0.20000000000000001,119.47999999999999,150.5,1.0
1.0,2.0,4.0,6.0,1015.0,0.0,2.0
46.0,1.6304347826086956,1.5217391304347827,2.347826086956522,19.039224952741023,18.622222222200001,1.0
1.0,2.0,2.0,3.0,2704.0,0.0,3.0
1.0,0.0,0.0,1.0,381.0,0.0,4.0
1.0,0.0,0.0,0.0,255.0,0.0,1.0
1.0,0.0,0.0,0.0,207.0,0.0,1.0
1.0,0.0,0.0,1.0,152.0,0.0,1.0
2.0,0.0,0.0,1.0,229.5,0.0,1.0
1.0,0.0,0.0,0.0,136.0,0.0,1.0
1.0,0.0,0.0,1.0,142.0,0.0,1.0
1.0,0.0,0.0,0.0,1122.0,0.0,2.0
1.0,0.0,0.0,0.0,1028.0,0.0,2.0
5.0,0.0,0.40000000000000002,0.20000000000000001,67.320000000000007,0.0,1.0
1.0,0.0,0.0,0.0,391.0,0.0,4.0
5.0,0.0,0.40000000000000002,0.0,177.0,174.25,1.0
2.0,0.0,0.0,0.0,153.0,6.0,1.0
2.0,0.0,0.5,0.5,318.0,0.0,4.0
1.0,0.0,0.0,2.0,970.0,0.0,2.0
1.0,0.0,0.0,0.0,515.0,0.0,4.0
1.0,0.0,4.0,2.0,992.0,0.0,2.0
1.0,1.0,0.0,2.0,226.0,0.0,1.0
1.0,1.0,0.0,1.0,753.0,0.0,2.0
1.0,0.0,1.0,1.0,732.0,0.0,2.0
29.0,1.3793103448275863,1.4482758620689655,1.8275862068965518,58.309155766944116,35.285714285700003,1.0
1.0,0.0,0.0,0.0,494.0,0.0,4.0
1.0,0.0,0.0,0.0,137.0,0.0,1.0
1.0,0.0,0.0,2.0,935.0,0.0,2.0
2.0,1.0,0.0,1.0,122.25,0.0,1.0
1.0,0.0,1.0,1.0,332.0,0.0,4.0
1.0,0.0,0.0,0.0,516.0,0.0,4.0
3.0,2.0,2.6666666666666665,2.0,288.11111111111114,10.5,1.0
2.0,0.0,0.0,1.0,217.75,0.0,1.0
19.0,0.21052631578947367,0.052631578947368418,0.47368421052631576,24.684210526315791,6.2222222222200001,1.0
1.0,0.0,0.0,1.0,1251.0,0.0,2.0
2.0,0.0,0.0,0.5,757.75,250.0,2.0
2.0,0.5,0.0,1.5,292.75,0.0,4.0
1.0,0.0,0.0,1.0,944.0,0.0,2.0
1.0,0.0,0.0,1.0,377.0,0.0,4.0
2.0,0.5,0.0,0.0,1335.75,321.0,2.0
4.0,0.25,0.0,1.0,70.125,48.666666666700003,1.0
25.0,1.3999999999999999,0.83999999999999997,1.8400000000000001,13.3216,20.75,1.0
1.0,0.0,0.0,0.0,74.0,0.0,1.0
1.0,0.0,0.0,0.0,144.0,0.0,1.0
4.0,0.25,0.0,0.75,320.75,2.0,4.0
1.0,0.0,0.0,0.0,23.0,0.0,1.0
5.0,0.0,0.0,0.40000000000000002,38.600000000000001,108.75,1.0
2.0,0.0,0.0,0.0,432.25,0.0,4.0
1.0,0.0,0.0,0.0,1173.0,0.0,2.0
2.0,0.0,0.0,0.0,167.75,295.0,5.0
6.0,3.1666666666666665,0.66666666666666663,3.8333333333333335,204.58333333333334,128.19999999999999,1.0
9.0,0.0,0.1111111111111111,0.44444444444444442,32.481481481481481,26.75,1.0
1.0,1.0,0.0,2.0,675.0,0.0,4.0
1.0,0.0,0.0,3.0,491.0,0.0,4.0
2.0,0.0,0.5,1.0,1015.25,0.0,2.0
2.0,0.5,0.0,0.5,146.0,14.0,1.0
7.0,3.0,1.8571428571428572,5.7142857142857144,182.18367346938774,54.666666666700003,1.0
1.0,0.0,0.0,0.0,267.0,0.0,1.0
1.0,0.0,0.0,0.0,223.0,0.0,1.0
1.0,0.0,0.0,0.0,106.0,0.0,1.0
1.0,0.0,0.0,2.0,544.0,0.0,4.0
3.0,0.33333333333333331,0.33333333333333331,0.66666666666666663,83.0,9.5,1.0
5.0,0.0,0.0,1.0,31.0,0.0,1.0
2.0,0.0,0.0,1.0,212.0,0.0,1.0
19.0,0.21052631578947367,0.36842105263157893,0.78947368421052633,86.54570637119113,14.333333333299999,1.0
1.0,1.0,0.0,0.0,495.0,0.0,4.0
1.0,0.0,0.0,0.0,61.0,0.0,1.0
7.0,0.5714285714285714,0.5714285714285714,1.1428571428571428,330.9591836734694,76.833333333300004,4.0
2.0,0.0,0.0,0.5,78.25,2.0,1.0
1.0,0.0,1.0,1.0,358.0,0.0,4.0
1.0,0.0,0.0,0.0,484.0,0.0,4.0
2.0,0.5,0.0,0.0,43.25,97.0,1.0
3.0,0.0,0.0,0.33333333333333331,274.55555555555549,0.0,1.0
5.0,0.20000000000000001,0.0,1.0,175.88,21.25,1.0
1.0,0.0,0.0,1.0,359.0,0.0,4.0
1.0,0.0,0.0,1.0,944.0,0.0,2.0
1.0,1.0,1.0,1.0,750.0,0.0,2.0
5.0,0.20000000000000001,0.0,0.80000000000000004,84.400000000000006,125.5,1.0
1.0,11.0,8.0,11.0,1565.0,0.0,6.0
1.0,1.0,5.0,2.0,117.0,0.0,1.0
5.0,0.40000000000000002,0.20000000000000001,0.59999999999999998,45.280000000000001,232.75,1.0
1.0,0.0,0.0,0.0,51.0,0.0,1.0
1.0,0.0,0.0,1.0,2275.0,0.0,6.0
2.0,0.0,0.0,0.0,46.5,0.0,1.0
17.0,0.11764705882352941,0.35294117647058826,0.58823529411764708,17.72318339100346,11.625,1.0
1.0,0.0,0.0,1.0,523.0,0.0,4.0
5.0,0.40000000000000002,0.20000000000000001,1.3999999999999999,173.56,234.25,1.0
2.0,0.0,0.5,0.5,279.5,0.0,1.0
1.0,0.0,0.0,0.0,363.0,0.0,4.0
2.0,0.0,0.0,1.5,502.25,1.0,4.0
4.0,0.25,0.25,0.75,49.4375,177.0,1.0
1.0,0.0,0.0,0.0,491.0,0.0,4.0
2.0,0.0,0.0,0.5,74.25,24.0,1.0
6.0,0.33333333333333331,0.83333333333333337,1.3333333333333333,113.69444444444444,102.8,1.0
2.0,0.5,0.0,0.5,255.75,264.0,5.0
4.0,0.25,0.0,0.0,72.625,124.0,1.0
27.0,2.2222222222222223,0.92592592592592593,2.5925925925925926,29.75582990397805,12.2692307692,1.0
4.0,1.0,3.5,1.0,131.1875,0.0,1.0
1.0,0.0,0.0,0.0,276.0,0.0,1.0
1.0,0.0,0.0,0.0,393.0,0.0,4.0
1.0,1.0,1.0,1.0,173.0,0.0,1.0
67.0,0.53731343283582089,0.89552238805970152,1.1194029850746268,12.161951436845623,1.4696969697,1.0
3.0,1.3333333333333333,0.33333333333333331,2.3333333333333335,330.33333333333331,746.5,5.0
3.0,0.0,0.33333333333333331,0.66666666666666663,274.0,2.5,1.0
13.0,0.0,0.076923076923076927,0.46153846153846156,29.171597633136091,4.4166666666700003,1.0
4.0,0.5,0.5,0.5,70.5625,126.666666667,1.0
1.0,0.0,0.0,0.0,490.0,0.0,4.0
2.0,0.5,1.0,2.5,269.75,32.0,1.0
2.0,0.0,0.0,1.0,117.0,0.0,1.0
1.0,0.0,1.0,0.0,261.0,0.0,1.0
1.0,0.0,0.0,1.0,110.0,0.0,1.0
43.0,2.0697674418604652,2.441860465116279,2.9534883720930232,22.439156300703086,15.5714285714,1.0
4.0,0.0,0.0,0.5,49.9375,173.33333333299996,1.0
1.0,0.0,0.0,0.0,787.0,0.0,2.0
3.0,0.0,0.0,0.66666666666666663,233.11111111111117,0.0,1.0
1.0,0.0,0.0,0.0,201.0,0.0,1.0
1.0,0.0,0.0,0.0,905.0,0.0,2.0
3.0,0.0,0.33333333333333331,0.33333333333333331,108.44444444444444,0.0,1.0
1.0,1.0,2.0,2.0,1270.0,0.0,2.0
2.0,0.0,0.0,0.5,337.5,7.0,4.0
1.0,0.0,0.0,1.0,119.0,0.0,1.0
3.0,0.0,0.0,0.66666666666666663,233.33333333333334,1.5,1.0
2.0,0.0,1.0,1.0,662.25,0.0,4.0
2.0,1.0,0.5,1.0,500.5,0.0,4.0
1.0,0.0,0.0,2.0,294.0,0.0,4.0
2.0,0.0,0.0,0.5,301.25,411.0,5.0
1.0,0.0,0.0,1.0,689.0,0.0,4.0
1.0,0.0,0.0,0.0,266.0,0.0,1.0
1.0,0.0,0.0,0.0,2845.0,0.0,3.0
4.0,0.0,0.0,0.5,471.0,113.333333333,4.0
1.0,0.0,0.0,0.0,490.0,0.0,4.0
2.0,0.5,0.0,1.0,41.25,435.0,5.0
5.0,0.0,0.0,0.20000000000000001,37.119999999999997,12.5,1.0
1.0,0.0,0.0,0.0,66.0,0.0,1.0
1.0,0.0,0.0,0.0,1872.0,0.0,6.0
2.0,1.5,0.0,2.0,262.25,363.0,5.0
1.0,1.0,0.0,0.0,209.0,0.0,1.0
2.0,2.0,2.0,2.5,277.25,7.0,1.0
8.0,0.75,0.5,1.125,131.609375,140.85714285700001,1.0
4.0,0.0,0.0,1.0,271.9375,177.33333333299996,1.0
1.0,0.0,0.0,0.0,68.0,0.0,1.0
1.0,0.0,0.0,1.0,63.0,0.0,1.0
2.0,0.0,0.0,0.0,162.0,65.0,1.0
2.0,0.0,0.0,2.0,576.0,0.0,4.0
1.0,0.0,0.0,0.0,608.0,0.0,4.0
3.0,0.0,0.0,1.0,113.66666666666667,588.5,5.0
14.0,0.5,0.21428571428571427,1.5714285714285714,25.964285714285715,40.2307692308,1.0
6.0,0.5,0.33333333333333331,1.6666666666666667,120.27777777777776,77.0,1.0
3.0,0.0,0.0,0.0,137.55555555555557,18.0,1.0
1.0,0.0,0.0,1.0,553.0,0.0,4.0
1.0,0.0,0.0,0.0,246.0,0.0,1.0
2.0,1.0,0.5,1.0,687.5,69.0,4.0
1.0,0.0,0.0,0.0,1653.0,0.0,6.0
32.0,0.6875,0.9375,1.78125,28.0361328125,28.9032258065,1.0
10.0,0.29999999999999999,0.29999999999999999,1.3999999999999999,97.939999999999998,62.777777777799997,1.0
3.0,0.33333333333333331,0.0,1.6666666666666667,159.11111111111109,105.5,1.0
4.0,0.5,0.25,0.5,145.625,116.666666667,1.0
1.0,1.0,0.0,0.0,285.0,0.0,1.0
1.0,0.0,0.0,1.0,191.0,0.0,1.0
5.0,0.0,0.0,0.80000000000000004,93.47999999999999,93.5,1.0
8.0,0.125,0.0,1.5,70.34375,123.14285714299999,1.0
1.0,0.0,0.0,2.0,2128.0,0.0,6.0
2.0,0.0,0.0,0.5,515.0,0.0,4.0
2.0,0.5,0.5,1.5,251.75,16.0,1.0
2.0,0.0,0.0,1.0,481.5,0.0,4.0
1.0,1.0,1.0,2.0,380.0,0.0,4.0
3.0,0.33333333333333331,0.0,0.33333333333333331,158.88888888888891,458.5,5.0
2.0,0.0,0.0,1.0,50.75,117.0,1.0
36.0,0.25,0.083333333333333329,0.63888888888888884,9.9205246913580236,34.7428571429,1.0
1.0,0.0,1.0,1.0,1297.0,0.0,2.0
1.0,0.0,0.0,0.0,216.0,0.0,1.0
3.0,0.0,0.0,1.0,138.0,0.0,1.0
1.0,0.0,0.0,0.0,120.0,0.0,1.0
3.0,0.0,0.33333333333333331,0.66666666666666663,849.0,29.5,2.0
4.0,0.25,0.25,1.0,204.75,0.0,1.0
1.0,2.0,0.0,1.0,1384.0,0.0,2.0
1.0,0.0,0.0,0.0,145.0,0.0,1.0
1.0,0.0,0.0,0.0,82.0,0.0,1.0
2.0,0.5,0.5,1.5,148.5,0.0,1.0
1.0,0.0,0.0,1.0,1009.0,0.0,2.0
1.0,1.0,1.0,2.0,1383.0,0.0,2.0
2.0,0.0,1.0,0.5,151.75,34.0,1.0
1.0,0.0,1.0,0.0,253.0,0.0,1.0
1.0,0.0,0.0,0.0,443.0,0.0,4.0
4.0,0.0,0.25,0.25,50.8125,2.3333333333300001,1.0
12.0,0.0,0.083333333333333329,0.41666666666666669,41.6875,95.545454545499993,1.0
13.0,0.076923076923076927,0.0,0.30769230769230771,37.579881656804737,3.5,1.0
1.0,0.0,0.0,0.0,537.0,0.0,4.0
1.0,0.0,0.0,0.0,316.0,0.0,4.0
2.0,0.0,1.0,0.0,43.75,0.0,1.0
1.0,0.0,0.0,1.0,430.0,0.0,4.0
1.0,0.0,0.0,0.0,728.0,0.0,2.0
1.0,0.0,0.0,0.0,310.0,0.0,4.0
2.0,0.5,0.0,0.0,91.5,0.0,1.0
1.0,0.0,0.0,0.0,142.0,0.0,1.0
2.0,2.0,1.5,1.0,142.5,0.0,1.0
2.0,0.0,0.0,1.0,74.5,19.0,1.0
1.0,0.0,1.0,0.0,1810.0,0.0,6.0
2.0,0.5,0.0,0.5,345.0,0.0,4.0
34.0,0.44117647058823528,0.20588235294117646,1.588235294117647,23.821799307958475,8.1212121212100001,1.0
1.0,0.0,0.0,0.0,577.0,0.0,4.0
3.0,0.0,0.0,1.0,335.55555555555549,0.0,4.0
45.0,0.71111111111111114,0.57777777777777772,1.0222222222222221,14.043950617283951,32.7954545455,1.0
1.0,0.0,0.0,1.0,583.0,0.0,4.0
13.0,0.23076923076923078,0.076923076923076927,0.38461538461538464,52.094674556213022,9.3333333333300015,1.0
10.0,1.1000000000000001,1.8,2.7000000000000002,100.0,122.333333333,1.0
3.0,0.0,0.0,1.3333333333333333,486.33333333333331,2.5,4.0
8.0,0.25,0.0,0.625,16.40625,32.571428571399998,1.0
1.0,0.0,0.0,0.0,1320.0,0.0,2.0
1.0,0.0,0.0,0.0,364.0,0.0,4.0
19.0,0.36842105263157893,0.63157894736842102,1.7894736842105263,28.24376731301939,62.222222222200003,1.0
2.0,0.0,0.0,0.5,146.5,0.0,1.0
1.0,0.0,0.0,0.0,202.0,0.0,1.0
4.0,0.0,0.0,1.0,31.125,15.666666666700001,1.0
2.0,0.0,0.0,0.5,125.0,0.0,1.0
2.0,0.0,0.0,1.0,142.75,2.0,1.0
2.0,0.0,0.0,0.0,206.0,190.0,1.0
2.0,1.0,1.5,1.0,404.5,0.0,4.0
11.0,0.0,0.18181818181818182,0.0,47.66115702479339,0.20000000000000001,1.0
1.0,0.0,0.0,0.0,80.0,0.0,1.0
1.0,0.0,1.0,0.0,698.0,0.0,4.0
1.0,0.0,0.0,0.0,680.0,0.0,4.0
